filename,width,height,class,xmin,ymin,xmax,ymax
17_16_18_22_24_19_L_L_L_L_H_L_0598_0_8168.png,512,512,bottom,188,285,220,326
17_16_18_22_24_19_L_L_L_L_H_L_0598_0_8168.png,512,512,bottom,237,299,273,344
17_16_18_22_24_19_L_L_L_L_H_L_0598_0_8168.png,512,512,bottom,276,339,322,397
17_16_18_22_24_19_L_L_L_L_H_L_0598_0_8168.png,512,512,bottom,321,382,376,448
17_16_18_22_24_19_L_L_L_L_H_L_0598_0_8168.png,512,512,bottom,374,314,417,371
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,top,126,47,164,97
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,top,185,49,216,93
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,top,237,40,279,95
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,top,297,40,333,90
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,top,352,34,388,88
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,top,403,32,446,94
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,bottom,139,320,181,375
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,bottom,193,299,231,347
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,bottom,244,364,294,430
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,bottom,304,321,347,375
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,bottom,349,317,389,370
17_16_22_18_19_24_H_L_L_H_L_L_0698_0_2174.png,512,512,bottom,395,373,447,439
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,top,140,58,174,105
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,top,179,52,215,101
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,top,226,52,258,100
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,top,272,48,304,92
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,top,318,44,349,86
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,top,357,42,390,106
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,bottom,135,346,173,413
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,bottom,181,385,225,447
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,bottom,221,365,267,435
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,bottom,270,330,307,382
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,bottom,315,315,351,369
18_22_19_17_16_24_H_L_H_L_L_H_146_0_264.png,512,512,bottom,355,429,407,504
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,top,153,103,185,142
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,top,203,100,231,137
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,top,250,97,280,137
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,top,295,93,332,141
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,top,346,91,384,141
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,top,397,88,433,134
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,bottom,166,315,199,359
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,bottom,208,308,242,346
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,bottom,252,323,288,369
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,bottom,294,354,336,406
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,bottom,340,394,390,453
17_16_18_22_24_19_L_L_L_L_H_L_0601_0_9536.png,512,512,bottom,384,330,426,380
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,top,64,88,104,141
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,top,107,87,139,148
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,top,146,82,177,134
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,top,184,84,219,141
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,top,230,85,259,134
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,top,267,83,302,134
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,bottom,74,355,116,417
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,bottom,114,417,155,489
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,bottom,155,334,187,391
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,bottom,196,364,229,426
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,bottom,229,332,262,391
19_24_18_22_17_16_H_H_L_L_H_H_14_0_5416.png,512,512,bottom,270,321,299,380
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,top,158,77,184,117
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,top,190,76,223,118
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,top,231,77,257,117
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,top,269,79,295,114
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,top,308,79,334,110
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,top,338,78,368,126
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,bottom,149,338,184,394
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,bottom,189,365,226,417
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,bottom,224,332,261,383
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,bottom,262,314,299,364
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,bottom,302,301,334,347
19_22_18_17_16_24_H_L_H_L_L_H_143_0_9439.png,512,512,bottom,340,397,384,468
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,top,145,48,170,85
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,top,179,49,208,99
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,top,216,50,243,97
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,top,253,54,275,94
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,top,287,56,311,96
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,top,320,60,344,99
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,bottom,142,270,172,305
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,bottom,172,361,212,420
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,bottom,213,329,245,375
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,bottom,253,281,280,321
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,bottom,287,290,314,334
16_24_22_17_18_19_L_H_L_H_H_L_56_0_9425.png,512,512,bottom,313,294,340,336
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,top,158,81,190,119
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,top,194,76,225,119
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,top,234,74,260,115
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,top,271,77,295,115
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,top,308,70,334,105
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,top,341,69,375,123
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,bottom,156,332,189,380
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,bottom,192,356,229,410
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,bottom,227,324,263,374
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,bottom,267,308,301,355
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,bottom,307,297,337,340
19_22_18_17_16_24_H_L_H_L_L_H_145_0_8112.png,512,512,bottom,343,400,385,468
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,top,209,82,232,121
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,top,239,77,264,119
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,top,273,76,301,124
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,top,311,73,335,117
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,top,345,71,374,126
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,top,383,71,407,115
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,bottom,207,291,236,342
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,bottom,242,294,271,341
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,bottom,272,342,307,410
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,bottom,308,308,339,364
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,bottom,340,373,380,441
17_18_22_19_24_16_H_L_H_L_H_L_23_0_7659.png,512,512,bottom,378,278,405,330
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,top,132,94,156,132
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,top,160,95,181,129
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,top,186,92,211,136
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,top,218,92,244,126
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,top,251,89,274,129
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,top,281,89,308,134
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,bottom,131,295,157,344
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,bottom,159,272,182,315
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,bottom,185,351,219,404
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,bottom,215,296,244,342
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,bottom,249,288,275,331
19_16_24_18_17_22_H_H_H_H_H_H_24_0_4976.png,512,512,bottom,274,335,308,389
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,top,154,61,177,98
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,top,184,60,209,99
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,top,219,58,247,103
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,top,252,61,279,99
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,top,283,56,313,106
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,top,319,59,344,100
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,bottom,152,273,183,322
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,bottom,188,277,216,323
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,bottom,215,326,253,383
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,bottom,252,285,282,337
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,bottom,286,348,326,411
17_18_22_19_24_16_H_L_H_L_H_L_18_0_309.png,512,512,bottom,319,257,343,302
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,top,168,37,194,78
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,top,204,33,232,74
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,top,242,30,270,69
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,top,282,27,310,63
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,top,320,17,356,73
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,top,366,16,401,68
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,bottom,158,293,192,341
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,bottom,194,309,226,360
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,bottom,238,282,270,330
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,bottom,279,274,308,318
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,bottom,312,390,359,460
18_19_17_16_24_22_H_H_L_L_H_L_166_0_7417.png,512,512,bottom,352,344,395,410
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,top,162,60,191,97
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,top,198,52,224,94
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,top,233,46,260,86
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,top,270,42,295,74
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,top,306,31,342,86
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,top,349,25,387,74
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,bottom,158,296,186,345
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,bottom,190,311,220,362
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,bottom,230,285,260,337
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,bottom,268,282,299,327
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,bottom,298,390,345,463
18_19_17_16_24_22_H_H_L_L_H_L_167_0_2266.png,512,512,bottom,342,347,384,413
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,top,137,72,167,109
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,top,182,69,209,103
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,top,222,59,258,106
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,top,274,55,305,99
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,top,320,46,354,93
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,top,367,41,408,96
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,bottom,142,287,181,335
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,bottom,191,274,224,315
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,bottom,233,330,274,385
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,bottom,279,292,317,340
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,bottom,325,294,365,346
17_16_22_18_19_24_H_L_L_H_L_L_0704_0_6267.png,512,512,bottom,371,347,420,409
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,top,27,66,64,109
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,top,78,62,116,110
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,top,131,64,171,110
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,top,191,61,225,109
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,top,242,56,288,118
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,top,298,56,341,115
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,bottom,41,305,79,355
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,bottom,87,330,131,381
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,bottom,135,346,182,402
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,bottom,185,324,229,383
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,bottom,234,418,292,497
16_18_19_17_24_22_L_L_L_H_H_L_0792_0_8937.png,512,512,bottom,290,370,341,436
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,bottom,105,330,139,388
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,bottom,146,350,179,415
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,bottom,183,316,217,371
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,bottom,213,408,256,478
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,bottom,261,316,294,374
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,bottom,306,310,337,367
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,top,103,59,138,108
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,top,142,53,172,107
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,top,177,52,207,98
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,top,220,50,252,107
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,top,268,49,291,93
19_22_18_24_17_16_H_L_L_H_H_H_26_0_8871.png,512,512,top,311,47,337,92
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,top,174,58,197,97
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,top,205,51,232,93
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,top,242,49,274,100
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,top,283,49,309,95
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,top,318,45,347,104
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,top,356,47,381,90
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,bottom,175,280,205,332
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,bottom,210,288,238,338
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,bottom,241,335,275,401
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,bottom,283,295,310,351
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,bottom,315,365,356,432
17_18_22_19_24_16_H_L_H_L_H_L_49_0_4187.png,512,512,bottom,354,262,379,313
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,top,151,60,175,103
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,top,183,61,209,100
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,top,218,56,245,105
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,top,253,61,278,103
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,top,284,57,311,107
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,top,320,63,344,98
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,bottom,153,271,181,321
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,bottom,185,278,214,329
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,bottom,217,326,250,386
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,bottom,252,288,281,337
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,bottom,285,350,324,414
17_18_22_19_24_16_H_L_H_L_H_L_15_0_2873.png,512,512,bottom,320,257,342,303
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,top,149,86,178,124
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,top,183,86,214,128
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,top,222,87,248,127
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,top,260,89,285,129
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,bottom,143,333,179,388
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,top,295,91,321,126
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,top,329,97,356,142
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,bottom,180,360,214,411
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,bottom,214,335,249,381
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,bottom,250,315,282,359
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,bottom,288,310,318,349
19_22_18_17_16_24_H_L_H_L_L_H_144_0_7205.png,512,512,bottom,320,398,362,463
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,top,241,108,267,143
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,top,283,106,310,147
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,top,327,105,350,138
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,top,369,100,397,137
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,top,415,93,450,140
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,top,456,91,495,141
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,bottom,247,307,276,349
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,bottom,284,320,318,368
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,bottom,326,288,355,324
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,bottom,365,291,396,339
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,bottom,409,347,450,396
18_19_16_17_22_24_L_H_L_L_H_H_0631_0_758.png,512,512,bottom,456,375,500,430
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,top,171,103,199,149
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,top,207,106,228,141
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,top,237,108,265,155
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,top,270,113,292,148
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,top,299,114,321,150
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,top,324,119,346,155
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,bottom,167,381,208,424
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,bottom,202,311,229,345
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,bottom,234,394,274,444
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,bottom,270,326,299,365
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,bottom,295,313,320,349
22_16_24_18_17_19_H_L_H_H_H_L_135_0_2602.png,512,512,bottom,319,317,338,354
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,top,85,34,130,83
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,top,139,36,190,94
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,top,203,33,251,89
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,top,269,34,311,79
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,top,329,36,372,86
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,top,397,39,435,85
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,bottom,80,330,135,388
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,bottom,138,426,199,497
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,bottom,198,395,255,464
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,bottom,265,342,313,403
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,bottom,324,350,373,415
17_24_22_18_19_16_H_L_L_L_L_H_0831_0_240.png,512,512,bottom,393,317,441,380
17_24_16_22_18_19_H_H_L_L_H_L_99_0_9756.png,512,512,top,166,129,188,159
